,,,actor_behavior,actor_behavior,duration_hours
investigate BAG objects,subcases completeness completed,continuation,8,0.8888888888888888,0.0007986111111111112
updated plan received,request updated plan again,all,9,1.0,0.009506172839506173
updated plan received,request updated plan again,continuation,9,1.0,0.009506172839506173
enter senddate procedure term extension,enter date decision procedure term extension,all,9,1.0,10.772253086419754
enter senddate procedure term extension,enter date decision procedure term extension,continuation,3,0.3333333333333333,8.94212962962963
create cover letter extend procedure term,enter senddate procedure term extension,all,9,1.0,0.0076851851851851855
create cover letter extend procedure term,enter senddate procedure term extension,continuation,9,1.0,0.0076851851851851855
set decision status,submit draft decision,all,9,1.0,210.66694444444445
set decision status,submit draft decision,continuation,2,0.2222222222222222,0.00125
contested decision affected,close case,all,9,1.0,72.2728086419753
contested decision affected,close case,continuation,8,0.8888888888888888,0.025833333333333333
registration date publication,record date of decision environmental permit,all,9,1.0,2.4837345679012346
registration date publication,record date of decision environmental permit,continuation,8,0.8888888888888888,1.4092013888888888
phase concept draft decision ready,open draft decision for inspection,all,9,1.0,184.01246913580246
phase concept draft decision ready,open draft decision for inspection,continuation,7,0.7777777777777778,0.0015476190476190477
objection to permanent suspension received,stop procedure after permanent suspension,all,9,1.0,0.005277777777777778
objection to permanent suspension received,stop procedure after permanent suspension,continuation,9,1.0,0.005277777777777778
request updated plan,updated plan received,all,9,1.0,107.75222222222222
request updated plan,updated plan received,continuation,7,0.7777777777777778,0.006904761904761905
regular procedure without MER,enter senddate acknowledgement,all,9,1.0,24.341574074074074
regular procedure without MER,enter senddate acknowledgement,continuation,3,0.3333333333333333,5.119907407407408
enter senddate acknowledgement,register date environmental permit decision,all,9,1.0,214.24404320987657
enter senddate acknowledgement,register date environmental permit decision,continuation,2,0.2222222222222222,0.0
phase archived case,transcript decision environmental permit to stakeholders,all,9,1.0,0.0
phase archived case,transcript decision environmental permit to stakeholders,continuation,9,1.0,0.0
send design decision to stakeholders,enter date draft decisionenvironmental permit,all,9,1.0,52.28101851851852
send design decision to stakeholders,enter date draft decisionenvironmental permit,continuation,2,0.2222222222222222,11.329166666666666
enter senddate updated plan,request updated plan,all,9,1.0,78.3366975308642
enter senddate updated plan,request updated plan,continuation,8,0.8888888888888888,0.0
phase decision sent,enter date publication decision environmental permit,all,9,1.0,0.0
phase decision sent,enter date publication decision environmental permit,continuation,9,1.0,0.0
enter senddate decision environmental permit,forward to the competent authority,all,9,1.0,10.251975308641976
enter senddate decision environmental permit,forward to the competent authority,continuation,1,0.1111111111111111,10.700277777777778
stop all running subcases 2b,transcript decision environmental permit to stakeholders,all,9,1.0,0.0
stop all running subcases 2b,transcript decision environmental permit to stakeholders,continuation,9,1.0,0.0
enter senddate decision,phase decision irrevocable,all,9,1.0,0.0
enter senddate decision,phase decision irrevocable,continuation,9,1.0,0.0
phase decision sent,phase case handled,all,9,1.0,0.0
phase decision sent,phase case handled,continuation,9,1.0,0.0
completed subcases content,enter senddate updated plan,all,9,1.0,11.505617283950617
completed subcases content,enter senddate updated plan,continuation,8,0.8888888888888888,9.943819444444443
set phase decision revoked,mutation BAG carry objects,all,9,1.0,9.259259259259259e-05
set phase decision revoked,mutation BAG carry objects,continuation,9,1.0,9.259259259259259e-05
start date suspension competent authority,phase procedure term suspended,all,9,1.0,0.002777777777777778
start date suspension competent authority,phase procedure term suspended,continuation,9,1.0,0.002777777777777778
inform BAG administrator,extend procedure term,all,9,1.0,5.022870370370369
inform BAG administrator,extend procedure term,continuation,8,0.8888888888888888,0.0023263888888888887
enter senddate acknowledgement,extend procedure term,all,9,1.0,1060.5427777777777
set decision phase decision permitting decided,date decision for inspection,all,8,1.0,63.34524305555556
set decision phase decision permitting decided,date decision for inspection,continuation,4,0.5,3.677013888888889
creating environmental permit decision,create publication document,all,8,1.0,9.018472222222222
creating environmental permit decision,create publication document,continuation,4,0.5,0.19506944444444446
coordination of application,suspend term,all,8,1.0,0.0003819444444444444
coordination of application,suspend term,continuation,8,1.0,0.0003819444444444444
create cover letter extend procedure term,copy decision to extend procedure to stakeholders,all,8,1.0,0.04145833333333333
create cover letter extend procedure term,copy decision to extend procedure to stakeholders,continuation,8,1.0,0.04145833333333333
enter date advice on treatment of environmental permit,generate draft decision environmental permit,all,8,1.0,5.396944444444445
enter date advice on treatment of environmental permit,generate draft decision environmental permit,continuation,5,0.625,1.9040000000000004
phase permanently suspended,create cover letter permanent suspension,all,8,1.0,0.0025
phase permanently suspended,create cover letter permanent suspension,continuation,8,1.0,0.0025
register date environmental permit decision,set decision phase decision permitting decided,all,8,1.0,0.0
register date environmental permit decision,set decision phase decision permitting decided,continuation,8,1.0,0.0
set decision phase suspension decided,set decision phase suspension sent,all,8,1.0,228.0
set decision phase suspension decided,set decision phase suspension sent,continuation,7,0.875,3.4285714285714284
enter receipt of additional data,treat subcases completeness,all,8,1.0,830.9145833333333
enter receipt of additional data,treat subcases completeness,continuation,3,0.375,0.0019444444444444446
continue or abort mutation BAG objects,phase decision taken,all,8,1.0,0.0
continue or abort mutation BAG objects,phase decision taken,continuation,7,0.875,0.0
subcases completeness completed,investigate BAG objects,all,8,1.0,0.000798611111111111
subcases completeness completed,investigate BAG objects,continuation,8,1.0,0.000798611111111111
enter senddate procedure confirmation,enter date publication decision environmental permit,all,8,1.0,76.51114583333333
enter senddate procedure confirmation,enter date publication decision environmental permit,continuation,2,0.25,0.0
retrieve missing data,terminate on request,all,8,1.0,719.2308680555556
treat subcases content,applicant is stakeholder,all,8,1.0,41.397187499999994
treat subcases content,applicant is stakeholder,continuation,7,0.875,0.155
date draft decision for inspection,phase draft decision made,all,8,1.0,266.9373611111111
date draft decision for inspection,phase draft decision made,continuation,6,0.75,0.0022222222222222222
request complete,send message OLO-status in progress,all,8,1.0,35.700624999999995
